344	-315	-557
345	-316	-557
346	-316	-557
347	-316	-558
348	-317	-560
349	-316	-563
350	-318	-566
351	-317	-564
352	-316	-564
353	-318	-567
354	-316	-569
355	-317	-570
356	-318	-573
357	-316	-570
358	-317	-572
359	-316	-572
360	-315	-573
361	-316	-574
362	-317	-577
363	-317	-576
364	-315	-574
365	-316	-574
366	-315	-575
367	-315	-575
368	-316	-573
369	-316	-453
370	-316	-318
371	-317	-317
372	-315	-317
373	-316	-317
374	-317	-317
375	-317	-317
376	-317	-316
377	-316	-316
378	-317	-317
379	-316	-317
380	-316	-318
381	-316	-319
382	-317	-318
383	-319	-318
384	-317	-319
385	-317	-318
386	-316	-317
387	-318	-319
388	-318	-318
389	-318	-317
390	-317	-317
391	-319	-317
392	-317	-318
393	-318	-318
394	-318	-318
395	-317	-317
396	-319	-317
397	-319	-317
398	-318	-316
399	-319	-315
400	-320	-318
401	-318	-317
402	-319	-316
403	-318	-316
404	-319	-316
405	-319	-315
406	-321	-317
407	-319	-317
408	-318	-317
409	-319	-317
410	-319	-317
411	-318	-318
412	-321	-318
413	-319	-318
414	-318	-316
415	-319	-317
416	-318	-319
417	-317	-318
418	-317	-318
419	-318	-316
420	-318	-318
421	-318	-317
422	-320	-317
423	-319	-316
424	-318	-316
425	-320	-316
426	-320	-317
427	-320	-315
428	-320	-319
429	-319	-319
430	-319	-319
431	-318	-318
432	-317	-317
433	-319	-319
434	-318	-318
435	-317	-317
436	-317	-318
437	-319	-316
438	-318	-316
439	-317	-318
440	-317	-318
441	-316	-319
442	-317	-319
443	-317	-317
444	-317	-317
445	-317	-318
446	-316	-317
447	-316	-318
448	-317	-317
449	-318	-318
450	-318	-320
451	-319	-319
452	-318	-320
453	-318	-320
454	-317	-319
455	-318	-318
456	-319	-318
457	-318	-319
458	-320	-318
459	-319	-319
460	-319	-318
461	-318	-317
462	-320	-318
463	-320	-319
464	-319	-319
465	-320	-318
466	-320	-319
467	-319	-319
468	-319	-319
469	-321	-320
470	-320	-321
471	-320	-319
472	-320	-319
473	-319	-318
474	-322	-319
475	-320	-319
476	-319	-320
477	-320	-319
478	-319	-319
479	-320	-319
480	-319	-320
481	-319	-319
482	-319	-319
483	-318	-319
484	-318	-320
485	-318	-320
486	-319	-318
487	-318	-320
488	-317	-320
489	-318	-320
490	-319	-320
491	-320	-319
492	-319	-320
493	-319	-320
494	-318	-319
495	-320	-321
496	-319	-319
497	-320	-319
498	-318	-319
499	-320	-320
500	-319	-320
501	-319	-321
502	-320	-320
503	-319	-320
504	-319	-319
505	-320	-322
506	-321	-321
507	-319	-321
508	-322	-320
509	-320	-320
510	-321	-322
511	-320	-322
512	-320	-320
513	-319	-320
514	-319	-321
515	-318	-320
516	-319	-319
517	-319	-320
518	-319	-322
519	-319	-320
520	-319	-317
521	-320	-320
522	-319	-319
523	-321	-317
524	-319	-320
525	-321	-320
526	-320	-320
527	-320	-319
528	-319	-319
529	-319	-320
530	-319	-320
531	-320	-320
532	-319	-320
533	-319	-318
534	-319	-318
535	-318	-319
536	-319	-318
537	-319	-319
538	-319	-319
539	-319	-319
540	-318	-318
541	-317	-318
542	-317	-317
543	-318	-320
544	-319	-319
545	-321	-318
546	-319	-318
547	-318	-317
548	-318	-319
549	-319	-319
550	-318	-320
551	-319	-318
552	-319	-319
553	-318	-319
554	-320	-319
555	-321	-318
556	-320	-318
557	-322	-319
558	-321	-319
559	-322	-320
560	-319	-319
561	-321	-320
562	-320	-321
563	-319	-321
564	-319	-319
565	-320	-318
566	-319	-319
567	-320	-318
568	-319	-318
569	-319	-320
570	-319	-318
571	-319	-319
572	-320	-319
573	-319	-319
574	-320	-320
575	-319	-319
576	-319	-320
577	-321	-320
578	-321	-321
579	-320	-322
580	-320	-320
581	-320	-319
582	-321	-320
583	-320	-321
584	-321	-320
585	-320	-318
586	-321	-318
587	-321	-319
588	-321	-319
589	-319	-317
590	-321	-318
591	-320	-319
592	-320	-318
593	-320	-319
594	-320	-318
595	-320	-318
596	-319	-317
597	-320	-318
598	-321	-318
599	-319	-318
600	-320	-318
601	-321	-318
602	-320	-319
603	-320	-318
604	-320	-318
605	-321	-320
606	-321	-319
607	-320	-321
608	-321	-321
609	-320	-318
610	-318	-319
611	-321	-320
612	-321	-319
613	-318	-319
614	-319	-320
615	-318	-319
616	-320	-320
617	-322	-321
618	-321	-319
619	-320	-319
620	-321	-318
621	-320	-319
622	-320	-318
623	-321	-319
624	-322	-319
625	-321	-319
626	-321	-319
627	-321	-320
628	-321	-318
629	-322	-320
630	-322	-319
631	-320	-319
632	-322	-318
633	-322	-318
634	-321	-319
635	-322	-318
636	-323	-318
637	-320	-320
638	-321	-319
639	-320	-318
640	-319	-317
641	-323	-317
642	-321	-317
643	-321	-320
644	-321	-317
645	-320	-318
646	-322	-319
647	-321	-317
648	-322	-319
649	-322	-317
650	-321	-318
651	-322	-320
652	-321	-322
653	-320	-319
654	-321	-319
655	-321	-318
656	-321	-319
657	-322	-320
658	-321	-321
659	-321	-320
660	-321	-320
661	-322	-320
662	-321	-320
663	-320	-320
664	-321	-320
665	-320	-320
666	-321	-320
667	-320	-319
668	-321	-320
669	-321	-320
670	-319	-322
671	-321	-320
672	-322	-320
673	-321	-321
674	-321	-322
675	-323	-320
676	-321	-321
677	-322	-322
678	-321	-321
679	-322	-323
680	-321	-320
681	-323	-319
682	-320	-319
683	-322	-320
684	-320	-321
685	-322	-320
686	-323	-320
687	-320	-320
688	-320	-320
689	-321	-319
690	-321	-320
691	-322	-319
692	-322	-320
693	-321	-318
694	-322	-320
695	-323	-320
696	-322	-319
697	-323	-321
698	-322	-320
699	-321	-319
700	-322	-321
701	-322	-320
702	-321	-321
703	-323	-322
704	-323	-319
705	-322	-320
706	-322	-320
707	-322	-320
708	-321	-321
709	-323	-320
710	-321	-322
711	-320	-321
712	-321	-321
713	-322	-321
714	-321	-322
715	-323	-322
716	-322	-322
717	-321	-322
718	-322	-322
719	-323	-320
720	-323	-322
721	-322	-322
722	-323	-323
723	-321	-321
724	-322	-319
725	-321	-321
726	-321	-322
727	-322	-321
728	-323	-322
729	-323	-321
730	-323	-320
731	-322	-320
732	-322	-320
733	-321	-322
734	-322	-321
735	-320	-321
736	-322	-321
737	-322	-321
738	-321	-321
739	-323	-321
740	-324	-321
741	-323	-321
742	-323	-321
743	-323	-320
744	-324	-322
745	-324	-322
746	-323	-322
747	-323	-323
748	-323	-322
749	-323	-323
750	-325	-322
751	-325	-322
752	-324	-322
753	-326	-322
754	-325	-321
755	-323	-321
756	-324	-323
757	-323	-321
758	-325	-322
759	-323	-324
760	-323	-322
761	-321	-322
762	-324	-323
763	-322	-323
764	-324	-322
765	-323	-322
766	-324	-322
767	-324	-321
768	-324	-322
769	-325	-324
770	-323	-324
771	-323	-323
772	-323	-323
773	-322	-321
774	-323	-323
775	-323	-322
776	-323	-323
777	-323	-324
778	-322	-322
779	-323	-323
780	-322	-321
781	-323	-322
782	-320	-322
783	-322	-323
784	-322	-324
785	-322	-324
786	-323	-323
787	-323	-322
788	-323	-324
789	-324	-323
790	-323	-323
791	-324	-324
792	-324	-323
793	-325	-322
794	-325	-323
795	-327	-323
796	-325	-323
797	-324	-322
798	-325	-322
799	-326	-320
800	-327	-322
801	-325	-322
802	-325	-322
803	-324	-322
804	-324	-321
805	-325	-322
806	-324	-322
807	-324	-323
808	-324	-323
809	-323	-323
810	-324	-322
811	-325	-322
812	-326	-323
813	-326	-322
814	-325	-323
815	-325	-322
816	-326	-321
817	-326	-322
818	-325	-322
819	-326	-324
820	-324	-322
821	-324	-322
822	-325	-322
823	-325	-323
824	-326	-323
825	-326	-324
826	-324	-323
827	-325	-324
828	-325	-323
829	-324	-324
830	-324	-322
831	-324	-322
832	-323	-322
833	-323	-323
834	-325	-324
835	-325	-325
836	-325	-322
837	-324	-323
838	-323	-324
839	-324	-324
840	-324	-324
841	-325	-324
842	-324	-324
843	-323	-322
844	-325	-321
845	-326	-325
846	-327	-323
847	-327	-324
848	-326	-321
849	-326	-322
850	-326	-323
851	-323	-325
852	-325	-323
853	-325	-322
854	-326	-322
855	-326	-321
856	-325	-323
857	-326	-324
858	-328	-322
859	-326	-323
860	-327	-325
861	-324	-324
862	-324	-324
863	-325	-323
864	-326	-324
865	-326	-323
866	-326	-323
867	-326	-323
868	-325	-322
869	-326	-324
870	-325	-323
871	-327	-324
872	-325	-324
873	-325	-322
874	-325	-324
875	-325	-324
876	-323	-325
877	-324	-325
878	-324	-325
879	-323	-324
880	-322	-324
881	-324	-324
882	-325	-324
883	-324	-324
884	-325	-323
885	-326	-324
886	-326	-324
887	-326	-322
888	-325	-323
889	-324	-323
890	-324	-323
891	-326	-322
892	-324	-323
893	-325	-322
894	-324	-324
895	-326	-323
896	-325	-323
897	-323	-323
898	-324	-324
899	-325	-323
900	-324	-323
901	-324	-322
902	-324	-325
903	-325	-322
904	-326	-323
905	-325	-324
906	-326	-322
907	-324	-324
908	-324	-323
909	-325	-325
910	-326	-323
911	-325	-326
912	-324	-324
913	-323	-323
914	-324	-323
915	-324	-322
916	-325	-323
917	-324	-324
918	-323	-323
919	-324	-321
920	-325	-323
921	-325	-323
922	-323	-324
923	-323	-324
924	-325	-323
925	-323	-325
926	-324	-323
927	-324	-325
928	-324	-325
929	-325	-324
930	-324	-324
931	-325	-324
932	-325	-323
933	-326	-323
934	-325	-323
935	-325	-326
936	-325	-325
937	-325	-324
938	-328	-323
939	-325	-323
940	-326	-325
941	-325	-322
942	-324	-323
943	-324	-323
944	-325	-322
945	-325	-321
946	-323	-321
947	-324	-321
948	-323	-323
949	-322	-322
950	-323	-322
951	-324	-323
952	-323	-323
953	-324	-324
954	-324	-323
955	-322	-325
956	-324	-324
957	-324	-324
958	-323	-324
959	-323	-324
960	-322	-325
961	-324	-325
962	-322	-324
963	-324	-324
964	-324	-323
965	-324	-322
966	-322	-324
967	-323	-322
968	-321	-323
969	-323	-323
970	-322	-324
971	-322	-324
972	-322	-323
973	-322	-324
974	-322	-324
975	-321	-324
976	-321	-325
977	-321	-325
978	-323	-324
979	-323	-325
980	-321	-325
981	-323	-324
982	-322	-325
983	-322	-323
984	-323	-325
985	-321	-325
986	-322	-325
987	-324	-326
988	-323	-324
989	-323	-324
990	-322	-323
991	-322	-324
992	-322	-325
993	-324	-324
994	-322	-325
995	-322	-324
996	-323	-323
997	-323	-325
998	-324	-324
999	-315	-325
